tic_id,label,source_catalog,disposition,period_days,epoch_btjd,depth_ppm,duration_hours,tmag,notes,mission
3240158,planet,kepler_cumulative_koi,CONFIRMED,15.9868932,137.5964,178.5,4.158,14.818,multi-KOI star (kepid shared across KOIs),kepler
10468885,planet,kepler_cumulative_koi,CONFIRMED,0.664074145,133.40285,212.6,1.0925,15.645,,kepler
2832589,planet,kepler_cumulative_koi,CONFIRMED,10.84969477,136.74432,1122.1,3.474,15.409,multi-KOI star (kepid shared across KOIs),kepler
8247638,planet,kepler_cumulative_koi,CONFIRMED,16.51410989,176.11686,973.5,4.1575,15.223,multi-KOI star (kepid shared across KOIs),kepler
4847534,planet,kepler_cumulative_koi,CONFIRMED,9.66857386,174.53483,411.7,2.4656,14.272,,kepler
10000941,planet,kepler_cumulative_koi,CONFIRMED,3.50472344,133.72225,90.7,1.9464,13.632,multi-KOI star (kepid shared across KOIs),kepler
3545135,planet,kepler_cumulative_koi,CONFIRMED,8.48299282,132.96583,69.1,2.505,12.147,,kepler
12470954,planet,kepler_cumulative_koi,CONFIRMED,1.902208647,170.449657,2343.5,2.19877,14.313,multi-KOI star (kepid shared across KOIs),kepler
11014932,planet,kepler_cumulative_koi,CONFIRMED,38.2856338,143.2984,322.8,6.512,15.017,multi-KOI star (kepid shared across KOIs),kepler
5716932,planet,kepler_cumulative_koi,CONFIRMED,56.4931698,143.99262,411.9,8.704,13.524,,kepler
11709244,planet,kepler_cumulative_koi,CONFIRMED,12.76220558,143.73026,653.8,2.0688,15.009,multi-KOI star (kepid shared across KOIs),kepler
3231341,planet,kepler_cumulative_koi,CONFIRMED,18.9985279,144.74157,430.7,4.529,14.925,multi-KOI star (kepid shared across KOIs),kepler
8081899,planet,kepler_cumulative_koi,CONFIRMED,4.16056658,132.27418,75.8,2.61,13.889,,kepler
4650674,planet,kepler_cumulative_koi,CONFIRMED,4.51436096,134.0293,230.7,3.0083,14.946,,kepler
9471268,planet,kepler_cumulative_koi,CONFIRMED,6.76690759,136.61633,249.3,1.7062,13.693,multi-KOI star (kepid shared across KOIs),kepler
10583761,planet,kepler_cumulative_koi,CONFIRMED,2.685054445,132.60443,252.7,1.0473,14.077,,kepler
9909735,planet,kepler_cumulative_koi,CONFIRMED,11.8150174,133.08929,1003.0,2.834,13.297,multi-KOI star (kepid shared across KOIs),kepler
9965439,planet,kepler_cumulative_koi,CONFIRMED,46.40626,192.99633,469.1,7.0281,13.489,,kepler
6448890,planet,kepler_cumulative_koi,CONFIRMED,10.5007712,135.6479,183.4,14.522,12.44,multi-KOI star (kepid shared across KOIs),kepler
6842682,planet,kepler_cumulative_koi,CONFIRMED,7.56126152,135.6368,180.6,2.851,14.64,,kepler
3247268,planet,kepler_cumulative_koi,CONFIRMED,86.67856052,175.597013,8244.1,10.1289,14.696,multi-KOI star (kepid shared across KOIs),kepler
8417078,planet,kepler_cumulative_koi,CONFIRMED,23.6223571,146.9643,57.0,6.852,13.341,,kepler
8962094,planet,kepler_cumulative_koi,CONFIRMED,30.86436512,172.93477,551.3,2.9557,13.58,multi-KOI star (kepid shared across KOIs),kepler
10676824,planet,kepler_cumulative_koi,CONFIRMED,6.45442931,173.21478,586.1,2.6772,14.854,,kepler
9893318,planet,kepler_cumulative_koi,CONFIRMED,18.0161227,145.24169,499.5,4.016,15.394,,kepler
7582689,planet,kepler_cumulative_koi,CONFIRMED,11.9216035,137.47581,43.2,5.009,11.973,multi-KOI star (kepid shared across KOIs),kepler
3353050,planet,kepler_cumulative_koi,CONFIRMED,5.0800579,174.42853,222.8,5.207,13.281,,kepler
7350067,planet,kepler_cumulative_koi,CONFIRMED,4.48559215,135.43172,2265.0,0.8161,15.737,,kepler
9364290,planet,kepler_cumulative_koi,CONFIRMED,5.26211833,136.37566,194.5,3.244,14.623,multi-KOI star (kepid shared across KOIs),kepler
10329196,planet,kepler_cumulative_koi,CONFIRMED,85.7567919,162.71914,159.1,5.695,12.429,,kepler
12110942,planet,kepler_cumulative_koi,CONFIRMED,3.689920099,170.36571,426.7,2.6557,15.242,,kepler
6442340,planet,kepler_cumulative_koi,CONFIRMED,13.13747785,170.22786,212.8,4.8655,13.484,multi-KOI star (kepid shared across KOIs),kepler
8193178,planet,kepler_cumulative_koi,CONFIRMED,4.93883135,135.95465,123.5,4.388,14.173,multi-KOI star (kepid shared across KOIs),kepler
11019987,planet,kepler_cumulative_koi,CONFIRMED,6.9131732,138.4219,39.1,4.73,12.788,,kepler
7288444,planet,kepler_cumulative_koi,CONFIRMED,15.3317719,142.5217,179.2,5.467,15.098,,kepler
8753896,planet,kepler_cumulative_koi,CONFIRMED,14.5123622,143.8154,355.8,4.163,15.77,multi-KOI star (kepid shared across KOIs),kepler
9008737,planet,kepler_cumulative_koi,CONFIRMED,14.7512034,137.1559,261.1,1.25,15.228,multi-KOI star (kepid shared across KOIs),kepler
6587105,planet,kepler_cumulative_koi,CONFIRMED,33.878639,160.21869,700.1,6.194,15.16,,kepler
3939150,planet,kepler_cumulative_koi,CONFIRMED,17.32419108,142.09977,241.3,8.045,13.42,multi-KOI star (kepid shared across KOIs),kepler
10190777,planet,kepler_cumulative_koi,CONFIRMED,1.411230023,132.641925,388.2,1.4325,13.59,,kepler
9880190,planet,kepler_cumulative_koi,CONFIRMED,4.5513988,133.05954,188.7,2.457,15.035,,kepler
9146018,planet,kepler_cumulative_koi,CONFIRMED,21.22349325,170.37387,582.9,4.9416,14.129,multi-KOI star (kepid shared across KOIs),kepler
11337372,planet,kepler_cumulative_koi,CONFIRMED,6.53194024,136.03223,771.9,3.3351,15.28,multi-KOI star (kepid shared across KOIs),kepler
12159249,planet,kepler_cumulative_koi,CONFIRMED,3.74443645,133.55997,73.3,2.9191,12.71,,kepler
8883593,planet,kepler_cumulative_koi,CONFIRMED,5.743469797,174.898924,1240.2,3.4412,15.543,,kepler
10963065,planet,kepler_cumulative_koi,CONFIRMED,2.465024332,132.68122,30.7,1.262,8.769,,kepler
11037335,planet,kepler_cumulative_koi,CONFIRMED,40.7150498,146.56647,563.9,8.587,14.201,multi-KOI star (kepid shared across KOIs),kepler
5342473,planet,kepler_cumulative_koi,CONFIRMED,4.64495172,136.02095,147.4,3.366,14.338,,kepler
7202957,planet,kepler_cumulative_koi,CONFIRMED,1.716828304,132.03204,59.5,2.068,10.158,multi-KOI star (kepid shared across KOIs),kepler
6037581,planet,kepler_cumulative_koi,CONFIRMED,20.67876365,151.69245,323.9,4.6395,13.598,multi-KOI star (kepid shared across KOIs),kepler
6362874,planet,kepler_cumulative_koi,CONFIRMED,0.974868896,133.076265,197.6,1.6191,13.507,,kepler
12206313,planet,kepler_cumulative_koi,CONFIRMED,47.3186631,170.06035,263.4,10.465,13.312,multi-KOI star (kepid shared across KOIs),kepler
8773015,planet,kepler_cumulative_koi,CONFIRMED,15.604841,131.9989,73.4,4.543,13.096,multi-KOI star (kepid shared across KOIs),kepler
10616679,planet,kepler_cumulative_koi,CONFIRMED,8.600099313,172.529281,2791.6,4.0077,14.486,,kepler
8087812,planet,kepler_cumulative_koi,CONFIRMED,27.2106807,132.3793,99.4,10.515,13.694,,kepler
10600261,planet,kepler_cumulative_koi,CONFIRMED,52.8148051,164.90456,553.7,7.309,14.915,multi-KOI star (kepid shared across KOIs),kepler
11391018,planet,kepler_cumulative_koi,CONFIRMED,30.360445359,148.091546,21124.7,6.0134,14.388,,kepler
5706595,planet,kepler_cumulative_koi,CONFIRMED,4.57948235,135.09685,207.1,3.106,15.198,multi-KOI star (kepid shared across KOIs),kepler
5526527,planet,kepler_cumulative_koi,CONFIRMED,16.7364755,143.13606,1147.0,2.151,14.786,,kepler
8120608,planet,kepler_cumulative_koi,CONFIRMED,22.40777833,153.79858,661.3,3.2881,14.625,multi-KOI star (kepid shared across KOIs),kepler
11860395,planet,kepler_cumulative_koi,CONFIRMED,82.303914,159.0461,737.0,15.404,15.654,,kepler
7870390,planet,kepler_cumulative_koi,CONFIRMED,9.7704486,175.71372,1897.8,2.4517,15.777,multi-KOI star (kepid shared across KOIs),kepler
9455677,planet,kepler_cumulative_koi,CONFIRMED,124.827797,208.79191,647.5,6.479,15.259,,kepler
4249725,planet,kepler_cumulative_koi,CONFIRMED,12.7945474,130.7668,816.7,3.4197,14.735,multi-KOI star (kepid shared across KOIs),kepler
11752906,planet,kepler_cumulative_koi,CONFIRMED,6.383159135,170.604622,2313.2,1.7504,15.254,multi-KOI star (kepid shared across KOIs),kepler
6205897,planet,kepler_cumulative_koi,CONFIRMED,4.417692516,133.96139,279.2,2.323,14.31,,kepler
8099138,planet,kepler_cumulative_koi,CONFIRMED,66.1843646,141.62259,560.5,5.155,14.862,,kepler
12017109,planet,kepler_cumulative_koi,CONFIRMED,9.75374033,134.06014,430.8,2.348,15.158,,kepler
6021275,planet,kepler_cumulative_koi,CONFIRMED,6.17817366,168.8626,101.9,3.2601,11.818,multi-KOI star (kepid shared across KOIs),kepler
3354846,planet,kepler_cumulative_koi,CONFIRMED,18.5525162,135.51322,771.5,4.385,15.714,,kepler
11905011,planet,kepler_cumulative_koi,CONFIRMED,5.65178922,172.27915,134.1,3.0933,12.182,,kepler
3867615,planet,kepler_cumulative_koi,CONFIRMED,62.7843981,157.30698,325.0,4.81,13.358,multi-KOI star (kepid shared across KOIs),kepler
9026749,planet,kepler_cumulative_koi,CONFIRMED,66.5576728,181.3241,214.2,10.532,14.074,multi-KOI star (kepid shared across KOIs),kepler
9092504,planet,kepler_cumulative_koi,CONFIRMED,0.962864171,132.12548,303.5,1.6802,15.81,multi-KOI star (kepid shared across KOIs),kepler
11656918,planet,kepler_cumulative_koi,CONFIRMED,62.1385979,161.14834,886.3,4.2938,14.52,multi-KOI star (kepid shared across KOIs),kepler
10591855,planet,kepler_cumulative_koi,CONFIRMED,1.574090323,131.86116,224.9,1.5796,15.571,,kepler
4139816,planet,kepler_cumulative_koi,CONFIRMED,3.340218842,171.979062,1632.6,1.9104,15.954,multi-KOI star (kepid shared across KOIs),kepler
11709124,planet,kepler_cumulative_koi,CONFIRMED,20.5498184,178.946396,1564.3,5.5484,14.534,multi-KOI star (kepid shared across KOIs),kepler
11337566,planet,kepler_cumulative_koi,CONFIRMED,7.12815163,136.88006,45.9,5.522,11.392,,kepler
3239671,planet,kepler_cumulative_koi,CONFIRMED,147.97391,263.08561,1267.1,6.854,14.904,,kepler
9757613,planet,kepler_cumulative_koi,CONFIRMED,17.25121397,149.886479,2054.8,2.0371,15.473,multi-KOI star (kepid shared across KOIs),kepler
7504778,planet,kepler_cumulative_koi,CONFIRMED,17.1369408,141.01497,362.1,6.416,15.004,,kepler
6226290,planet,kepler_cumulative_koi,CONFIRMED,14.08826442,137.34334,889.4,4.1847,15.624,,kepler
11303322,planet,kepler_cumulative_koi,CONFIRMED,38.1303324,159.3878,180.4,6.53,14.633,,kepler
7219825,planet,kepler_cumulative_koi,CONFIRMED,26.6951944,143.9999,132.6,4.576,14.061,multi-KOI star (kepid shared across KOIs),kepler
6609270,planet,kepler_cumulative_koi,CONFIRMED,3.82223397,132.14965,362.7,1.924,15.665,multi-KOI star (kepid shared across KOIs),kepler
8355239,planet,kepler_cumulative_koi,CONFIRMED,10.39986173,141.51366,275.3,3.377,14.859,multi-KOI star (kepid shared across KOIs),kepler
11551692,planet,kepler_cumulative_koi,CONFIRMED,3.005156911,137.103362,691.6,2.0747,12.231,multi-KOI star (kepid shared across KOIs),kepler
8231667,planet,kepler_cumulative_koi,CONFIRMED,42.8774169,156.06967,1068.8,1.991,15.654,,kepler
8644288,planet,kepler_cumulative_koi,CONFIRMED,7.641567589,135.407564,2269.7,3.41018,13.549,multi-KOI star (kepid shared across KOIs),kepler
9447166,planet,kepler_cumulative_koi,CONFIRMED,62.869463,166.0137,341.7,6.842,14.591,,kepler
4725681,planet,kepler_cumulative_koi,CONFIRMED,23.96793669,186.22182,1182.3,3.827,15.414,multi-KOI star (kepid shared across KOIs),kepler
7211221,planet,kepler_cumulative_koi,CONFIRMED,5.62154315,136.89013,172.3,2.4143,13.687,,kepler
3444588,planet,kepler_cumulative_koi,CONFIRMED,0.928310036,133.80358,376.2,1.1899,15.854,,kepler
7109675,planet,kepler_cumulative_koi,CONFIRMED,33.60123371,186.680343,7425.9,4.4056,15.262,multi-KOI star (kepid shared across KOIs),kepler
6291837,planet,kepler_cumulative_koi,CONFIRMED,35.5969684,187.52765,684.5,6.691,12.351,,kepler
9458343,planet,kepler_cumulative_koi,CONFIRMED,11.89520436,132.8908,184.3,3.433,14.152,,kepler
4947556,planet,kepler_cumulative_koi,CONFIRMED,13.0267964,139.14777,356.6,0.785,13.336,multi-KOI star (kepid shared across KOIs),kepler
11125613,planet,kepler_cumulative_koi,CONFIRMED,3.60082855,134.037,296.3,1.938,15.311,multi-KOI star (kepid shared across KOIs),kepler
9455556,planet,kepler_cumulative_koi,CONFIRMED,6.62643441,183.98789,814.6,3.1752,15.843,multi-KOI star (kepid shared across KOIs),kepler
9002278,planet,kepler_cumulative_koi,CONFIRMED,18.16407304,180.812425,943.2,2.9355,13.725,multi-KOI star (kepid shared across KOIs),kepler
11308499,planet,kepler_cumulative_koi,CONFIRMED,3.28192056,132.42485,191.0,2.917,14.842,multi-KOI star (kepid shared across KOIs),kepler
9753154,planet,kepler_cumulative_koi,CONFIRMED,3.70429015,132.21478,55.7,3.37,12.402,,kepler
9631762,planet,kepler_cumulative_koi,CONFIRMED,10.35586478,175.68106,660.9,2.8431,14.337,,kepler
11027624,planet,kepler_cumulative_koi,CONFIRMED,394.6249514,177.84534,2013.3,24.108,12.849,,kepler
3955817,planet,kepler_cumulative_koi,CONFIRMED,4.24263096,135.0304,187.6,2.582,14.955,,kepler
8873450,planet,kepler_cumulative_koi,CONFIRMED,24.2783801,154.51325,714.4,4.564,14.164,,kepler
8780959,planet,kepler_cumulative_koi,CONFIRMED,5.1117547,133.76122,267.8,3.281,13.306,multi-KOI star (kepid shared across KOIs),kepler
6929841,planet,kepler_cumulative_koi,CONFIRMED,3.51575492,134.29974,237.4,1.381,14.897,,kepler
8047428,planet,kepler_cumulative_koi,CONFIRMED,92.263742,146.4247,296.9,8.605,15.015,,kepler
9837661,planet,kepler_cumulative_koi,CONFIRMED,5.72084599,134.66576,1316.0,2.744,16.835,multi-KOI star (kepid shared across KOIs),kepler
12252424,planet,kepler_cumulative_koi,CONFIRMED,8.925079516,139.71389,977.5,2.6766,13.461,multi-KOI star (kepid shared across KOIs),kepler
3937519,planet,kepler_cumulative_koi,CONFIRMED,3.413036353,132.443054,3868.7,2.61366,14.622,multi-KOI star (kepid shared across KOIs),kepler
11100383,planet,kepler_cumulative_koi,CONFIRMED,12.92489803,170.78679,959.0,2.6811,13.524,,kepler
4138008,planet,kepler_cumulative_koi,CONFIRMED,112.303136,230.4383,502.1,5.869,14.976,,kepler
11923270,planet,kepler_cumulative_koi,CONFIRMED,11.59822233,180.395376,2804.5,2.5237,15.937,,kepler
3734418,planet,kepler_cumulative_koi,CONFIRMED,3.97599629,133.62238,206.0,2.2029,14.11,multi-KOI star (kepid shared across KOIs),kepler
9896018,planet,kepler_cumulative_koi,CONFIRMED,2.7296036,133.28661,145.6,2.721,15.147,multi-KOI star (kepid shared across KOIs),kepler
12454461,planet,kepler_cumulative_koi,CONFIRMED,7.46718958,136.39348,75.7,3.633,12.77,,kepler
4072526,planet,kepler_cumulative_koi,CONFIRMED,33.1996355,153.66086,1112.5,5.022,15.03,,kepler
5357545,planet,kepler_cumulative_koi,CONFIRMED,3.757294695,133.95965,273.3,0.9269,14.099,,kepler
12404954,planet,kepler_cumulative_koi,CONFIRMED,3.247548814,171.27807,209.7,2.5146,13.1,,kepler
7445445,planet,kepler_cumulative_koi,CONFIRMED,10.68758211,169.93115,777.7,3.3812,14.338,multi-KOI star (kepid shared across KOIs),kepler
5436502,planet,kepler_cumulative_koi,CONFIRMED,23.65369415,171.376107,3341.8,8.2183,15.084,multi-KOI star (kepid shared across KOIs),kepler
6291033,planet,kepler_cumulative_koi,CONFIRMED,3.705991661,169.94286,501.4,5.1658,14.641,,kepler
4144576,planet,kepler_cumulative_koi,CONFIRMED,0.813166357,131.82536,173.5,1.4122,14.113,,kepler
8935810,planet,kepler_cumulative_koi,CONFIRMED,6.230335,181.29566,1449.2,1.6493,15.977,,kepler
8247638,planet,kepler_cumulative_koi,CONFIRMED,4.79090809,136.31106,251.3,2.603,15.223,multi-KOI star (kepid shared across KOIs),kepler
11773022,planet,kepler_cumulative_koi,CONFIRMED,130.17802962,212.032638,11570.9,8.4534,14.669,multi-KOI star (kepid shared across KOIs),kepler
3847907,planet,kepler_cumulative_koi,CONFIRMED,3.573202801,134.934397,2975.0,2.88,14.72,,kepler
7977197,planet,kepler_cumulative_koi,CONFIRMED,6.91986988,134.11594,170.1,3.4253,14.248,multi-KOI star (kepid shared across KOIs),kepler
6345732,planet,kepler_cumulative_koi,CONFIRMED,20.2642023,135.27919,185.3,4.664,13.701,multi-KOI star (kepid shared across KOIs),kepler
10709622,planet,kepler_cumulative_koi,CONFIRMED,51.3283527,177.67418,692.3,9.357,14.955,,kepler
9279354,planet,kepler_cumulative_koi,CONFIRMED,2.800111267,132.04865,706.7,1.0237,15.229,,kepler
5534941,planet,kepler_cumulative_koi,CONFIRMED,3.70063251,133.16065,68.6,5.408,13.024,,kepler
10006581,planet,kepler_cumulative_koi,CONFIRMED,40.1097817,142.08227,732.0,5.2096,14.904,,kepler
11709244,planet,kepler_cumulative_koi,CONFIRMED,38.7149617,134.0313,694.8,3.441,15.009,multi-KOI star (kepid shared across KOIs),kepler
4043190,planet,kepler_cumulative_koi,CONFIRMED,6.40087137,136.8824,133.6,2.5561,12.988,,kepler
5640085,planet,kepler_cumulative_koi,CONFIRMED,10.13958818,178.45074,1155.9,2.6446,14.902,multi-KOI star (kepid shared across KOIs),kepler
10354039,planet,kepler_cumulative_koi,CONFIRMED,64.617518,166.14425,2486.6,5.796,15.332,,kepler
4833421,planet,kepler_cumulative_koi,CONFIRMED,56.2590881,164.21993,348.8,8.114,14.247,multi-KOI star (kepid shared across KOIs),kepler
8193178,planet,kepler_cumulative_koi,CONFIRMED,10.64021008,179.77776,455.3,5.4381,14.173,multi-KOI star (kepid shared across KOIs),kepler
4282872,planet,kepler_cumulative_koi,CONFIRMED,10.035381809,137.471481,2829.7,3.4062,15.062,,kepler
9304101,planet,kepler_cumulative_koi,CONFIRMED,13.24503482,142.00573,156.1,4.4078,12.584,,kepler
9517393,planet,kepler_cumulative_koi,CONFIRMED,56.7769831,181.09789,884.3,6.864,15.273,multi-KOI star (kepid shared across KOIs),kepler
9002278,planet,kepler_cumulative_koi,CONFIRMED,122.3858681,150.41158,711.1,7.123,13.725,multi-KOI star (kepid shared across KOIs),kepler
3935914,planet,kepler_cumulative_koi,CONFIRMED,1.594745374,170.6483505,15044.5,1.9604,15.53,,kepler
4939346,planet,kepler_cumulative_koi,CONFIRMED,71.3116598,132.39239,2138.0,8.813,15.674,multi-KOI star (kepid shared across KOIs),kepler
5511081,planet,kepler_cumulative_koi,CONFIRMED,24.3110031,137.0394,184.4,8.7682,12.119,multi-KOI star (kepid shared across KOIs),kepler
7870390,planet,kepler_cumulative_koi,CONFIRMED,20.09017037,147.97788,1432.1,4.154,15.777,multi-KOI star (kepid shared across KOIs),kepler
2713049,planet,kepler_cumulative_koi,CONFIRMED,2.539183147,169.67494,382.1,2.4282,15.026,,kepler
3632089,planet,kepler_cumulative_koi,CONFIRMED,5.32784157,133.55005,87.2,4.696,14.159,multi-KOI star (kepid shared across KOIs),kepler
8288947,planet,kepler_cumulative_koi,CONFIRMED,3.75574267,133.4333,417.4,2.2911,15.764,,kepler
10329469,planet,kepler_cumulative_koi,CONFIRMED,55.8224775,169.03741,879.6,5.457,15.624,,kepler
8142942,planet,kepler_cumulative_koi,CONFIRMED,5.756245244,133.903421,623.6,1.071,13.708,,kepler
2571238,planet,kepler_cumulative_koi,CONFIRMED,9.286964466,135.9945,691.7,3.3649,11.898,,kepler
11179076,planet,kepler_cumulative_koi,CONFIRMED,48.4313003,141.45612,886.4,4.03,15.605,,kepler
6209677,planet,kepler_cumulative_koi,CONFIRMED,7.76845639,138.06602,217.8,3.689,14.8,multi-KOI star (kepid shared across KOIs),kepler
5095082,planet,kepler_cumulative_koi,CONFIRMED,20.6579443,145.6348,98.2,8.798,14.216,,kepler
6541920,planet,kepler_cumulative_koi,CONFIRMED,31.99552485,154.160745,1376.1,4.2817,13.709,multi-KOI star (kepid shared across KOIs),kepler
7871954,planet,kepler_cumulative_koi,CONFIRMED,1.937029968,134.72107,312.3,1.4727,14.39,multi-KOI star (kepid shared across KOIs),kepler
5084942,planet,kepler_cumulative_koi,CONFIRMED,3.105507835,133.210427,904.6,1.7458,13.341,,kepler
6587280,planet,kepler_cumulative_koi,CONFIRMED,5.715425977,174.87931,908.1,2.5242,15.086,multi-KOI star (kepid shared across KOIs),kepler
7673192,planet,kepler_cumulative_koi,CONFIRMED,6.12479773,134.93803,129.3,3.466,13.268,multi-KOI star (kepid shared across KOIs),kepler
6349881,planet,kepler_cumulative_koi,CONFIRMED,198.088873,319.73002,1027.7,7.955,15.717,,kepler
4140813,planet,kepler_cumulative_koi,CONFIRMED,13.36019864,131.81481,699.9,2.788,15.637,,kepler
10794087,planet,kepler_cumulative_koi,CONFIRMED,7.64970832,138.33113,55.4,6.625,11.926,multi-KOI star (kepid shared across KOIs),kepler
10676014,planet,kepler_cumulative_koi,CONFIRMED,16.78175788,139.79356,908.0,3.7386,12.971,,kepler
5895158,planet,kepler_cumulative_koi,CONFIRMED,1.093665854,132.47213,218.4,1.4399,14.815,,kepler
10593626,planet,kepler_cumulative_koi,CONFIRMED,289.864067,133.69719,529.1,7.565,11.664,,kepler
4077526,planet,kepler_cumulative_koi,CONFIRMED,4.45814897,134.39743,188.1,2.867,14.82,multi-KOI star (kepid shared across KOIs),kepler
12116380,planet,kepler_cumulative_koi,CONFIRMED,4.3394569,132.80309,337.4,2.3652,14.822,,kepler
10904857,planet,kepler_cumulative_koi,CONFIRMED,3.120828136,139.466594,16456.0,2.1878,14.804,,kepler
6266741,planet,kepler_cumulative_koi,CONFIRMED,16.6658994,180.20215,754.2,4.1934,14.387,multi-KOI star (kepid shared across KOIs),kepler
8805348,planet,kepler_cumulative_koi,CONFIRMED,29.90721859,175.29337,588.0,4.8475,13.437,,kepler
10937029,planet,kepler_cumulative_koi,CONFIRMED,328.240201,199.203375,13888.6,12.2726,14.924,multi-KOI star (kepid shared across KOIs),kepler
9466429,planet,kepler_cumulative_koi,CONFIRMED,44.616751,164.45238,239.7,7.831,13.791,,kepler
9761615,planet,kepler_cumulative_koi,CONFIRMED,1.79110997,131.95636,167.5,2.0917,14.496,,kepler
10002866,planet,kepler_cumulative_koi,CONFIRMED,3.936993144,169.650592,1266.0,1.887,15.063,multi-KOI star (kepid shared across KOIs),kepler
10718726,planet,kepler_cumulative_koi,CONFIRMED,3.595769013,170.36915,383.7,3.1569,14.827,multi-KOI star (kepid shared across KOIs),kepler
3442055,planet,kepler_cumulative_koi,CONFIRMED,29.6193891,133.68205,314.7,4.9595,13.331,,kepler
11444514,planet,kepler_cumulative_koi,CONFIRMED,66.373298,174.01595,415.0,8.559,15.37,,kepler
6429812,planet,kepler_cumulative_koi,CONFIRMED,94.289223,166.50826,505.4,4.102,14.183,,kepler
11853878,planet,kepler_cumulative_koi,CONFIRMED,7.68433346,133.36007,1175.0,1.4346,14.265,multi-KOI star (kepid shared across KOIs),kepler
8628758,planet,kepler_cumulative_koi,CONFIRMED,14.37457572,138.20189,335.8,4.7892,13.749,multi-KOI star (kepid shared across KOIs),kepler
8240797,planet,kepler_cumulative_koi,CONFIRMED,13.09390911,144.525,398.7,2.2805,12.706,multi-KOI star (kepid shared across KOIs),kepler
6206214,planet,kepler_cumulative_koi,CONFIRMED,13.53953595,143.15629,134.2,4.389,13.628,,kepler
6962977,planet,kepler_cumulative_koi,CONFIRMED,20.8341497,186.03921,803.1,4.522,15.956,multi-KOI star (kepid shared across KOIs),kepler
11960862,planet,kepler_cumulative_koi,CONFIRMED,6.575315881,173.634044,2793.3,4.3084,15.312,,kepler
5530112,planet,kepler_cumulative_koi,CONFIRMED,9.6887216,131.8295,655.5,2.0,14.158,,kepler
8557374,planet,kepler_cumulative_koi,CONFIRMED,4.822969318,134.43535,332.1,0.8752,13.648,multi-KOI star (kepid shared across KOIs),kepler
5438757,planet,kepler_cumulative_koi,CONFIRMED,62.9224936,151.6882,417.8,11.64,14.659,multi-KOI star (kepid shared across KOIs),kepler
9395024,planet,kepler_cumulative_koi,CONFIRMED,4.37033233,131.92696,177.8,2.845,15.133,,kepler
12068975,planet,kepler_cumulative_koi,CONFIRMED,15.67750191,179.47311,115.5,5.5082,11.811,multi-KOI star (kepid shared across KOIs),kepler
4476123,planet,kepler_cumulative_koi,CONFIRMED,22.36646466,175.45862,986.8,5.228,15.583,,kepler
11497958,planet,kepler_cumulative_koi,CONFIRMED,5.841636615,135.92315,1336.3,1.8734,15.921,multi-KOI star (kepid shared across KOIs),kepler
11015108,planet,kepler_cumulative_koi,CONFIRMED,39.30944096,171.334861,1132.1,5.77,13.4,,kepler
