tic_id,label,source_catalog,disposition,period_days,epoch_btjd,depth_ppm,duration_hours,tmag,notes,mission
10987985,planet,kepler_cumulative_koi,CONFIRMED,16.01308419,176.3608,1121.9,3.2554,15.39,,kepler
11018648,planet,kepler_cumulative_koi,CONFIRMED,32.62876672,194.1019,1804.8,4.7971,15.082,multi-KOI star (kepid shared across KOIs),kepler
11018648,planet,kepler_cumulative_koi,CONFIRMED,91.7732862,193.8378,652.0,6.473,15.082,multi-KOI star (kepid shared across KOIs),kepler
11138155,planet,kepler_cumulative_koi,CONFIRMED,4.959319244,172.2585292,9802.0,2.22739,15.263,,kepler
11152159,blend,kepler_cumulative_koi,FALSE POSITIVE,2.701287801,170.69579,860.4,3.3827,15.54,fpflags=co+ss,kepler
11153539,planet,kepler_cumulative_koi,CONFIRMED,4.49876511,171.34905,460.0,3.7362,15.395,,kepler
11242721,eb,kepler_cumulative_koi,FALSE POSITIVE,19.651209505,179.401981,11766.3,5.2514,15.536,fpflags=ss,kepler
9579641,planet,kepler_cumulative_koi,CONFIRMED,5.412203927,133.143089,601.6,2.9472,12.791,multi-KOI star (kepid shared across KOIs),kepler
11304958,planet,kepler_cumulative_koi,CONFIRMED,41.43958662,208.93203,2793.1,10.5989,15.4,,kepler
11391957,planet,kepler_cumulative_koi,CONFIRMED,8.35389523,171.63257,1041.6,2.2514,15.317,,kepler
11403044,planet,kepler_cumulative_koi,CONFIRMED,4.125543472,169.752585,1487.3,3.1744,15.506,,kepler
11414511,planet,kepler_cumulative_koi,CONFIRMED,2.816504904,170.9676846,16813.7,2.50587,15.052,,kepler
11442465,blend,kepler_cumulative_koi,FALSE POSITIVE,33.93373447,186.67608,8503.7,14.561,15.716,fpflags=co+ss,kepler
12110942,planet,kepler_cumulative_koi,CONFIRMED,3.689920099,170.36571,426.7,2.6557,15.242,,kepler
12366084,planet,kepler_cumulative_koi,CONFIRMED,4.431238488,171.015,1010.9,3.15,15.367,multi-KOI star (kepid shared across KOIs),kepler
12366084,planet,kepler_cumulative_koi,CONFIRMED,11.37936986,133.84992,1023.5,2.6255,15.367,multi-KOI star (kepid shared across KOIs),kepler
12404086,planet,kepler_cumulative_koi,CONFIRMED,26.39432897,176.05459,1510.9,3.573,15.234,,kepler
8395660,planet,kepler_cumulative_koi,CONFIRMED,13.57078281,136.279194,511.7,3.3539,12.882,multi-KOI star (kepid shared across KOIs),kepler
9579641,planet,kepler_cumulative_koi,CONFIRMED,7.12594387,139.00492,192.4,3.0014,12.791,multi-KOI star (kepid shared across KOIs),kepler
11656840,eb,kepler_cumulative_koi,FALSE POSITIVE,7.442652004,169.9717797,24446.2,2.3078,15.27,fpflags=ss,kepler
11754553,planet,kepler_cumulative_koi,CONFIRMED,16.38489988,172.72782,1127.1,3.0249,15.095,multi-KOI star (kepid shared across KOIs),kepler
11754553,planet,kepler_cumulative_koi,CONFIRMED,7.8774163,176.3759,1306.1,2.0805,15.095,multi-KOI star (kepid shared across KOIs),kepler
11754553,planet,kepler_cumulative_koi,CONFIRMED,36.4454001,151.60125,1122.3,4.007,15.095,multi-KOI star (kepid shared across KOIs),kepler
11812062,planet,kepler_cumulative_koi,CONFIRMED,3.728732147,171.793255,5226.5,2.683,15.523,,kepler
11853255,planet,kepler_cumulative_koi,CONFIRMED,2.243380573,170.679233,821.7,1.1196,15.135,,kepler
11909839,eb,kepler_cumulative_koi,FALSE POSITIVE,10.405998015,177.197466,14488.8,6.5036,15.562,fpflags=ss,kepler
11918099,planet,kepler_cumulative_koi,CONFIRMED,2.337437946,171.761982,971.2,1.9982,15.334,multi-KOI star (kepid shared across KOIs),kepler
11923270,planet,kepler_cumulative_koi,CONFIRMED,11.59822233,180.395376,2804.5,2.5237,15.937,,kepler
11960862,planet,kepler_cumulative_koi,CONFIRMED,6.575315881,173.634044,2793.3,4.3084,15.312,,kepler
12020329,planet,kepler_cumulative_koi,CONFIRMED,7.275040844,169.994217,3001.0,7.5377,15.08,,kepler
12066335,planet,kepler_cumulative_koi,CONFIRMED,19.27153892,186.77093,1219.8,2.7594,15.385,multi-KOI star (kepid shared across KOIs),kepler
12066335,planet,kepler_cumulative_koi,CONFIRMED,10.06524317,136.28906,1053.3,1.369,15.385,multi-KOI star (kepid shared across KOIs),kepler
12070811,planet,kepler_cumulative_koi,CONFIRMED,12.3935651,178.74725,916.6,3.8896,15.505,,kepler
8395660,planet,kepler_cumulative_koi,CONFIRMED,43.84439721,151.93538,615.2,6.802,12.882,multi-KOI star (kepid shared across KOIs),kepler
3120431,blend,kepler_cumulative_koi,FALSE POSITIVE,3.341913228,171.63943,725.3,3.813,15.629,fpflags=co+ss,kepler
3246984,blend,kepler_cumulative_koi,FALSE POSITIVE,1.626630225,169.820171,1620.6,2.1145,15.279,fpflags=co,kepler
3342970,planet,kepler_cumulative_koi,CONFIRMED,2.711504086,170.03417,837.5,3.0099,15.541,multi-KOI star (kepid shared across KOIs),kepler
3342970,planet,kepler_cumulative_koi,CONFIRMED,7.21203748,172.81782,950.4,4.0491,15.541,multi-KOI star (kepid shared across KOIs),kepler
12459725,unknown,kepler_cumulative_koi,FALSE POSITIVE,14.1798187,171.50237,459.9,2.505,15.727,FALSE POSITIVE with no fpflag set; defaulted to unknown,kepler
12470844,planet,kepler_cumulative_koi,CONFIRMED,8.47237911,174.16212,1123.5,2.7245,15.339,multi-KOI star (kepid shared across KOIs),kepler
12470844,planet,kepler_cumulative_koi,CONFIRMED,60.4189369,181.16367,931.3,5.039,15.339,multi-KOI star (kepid shared across KOIs),kepler
12644822,planet,kepler_cumulative_koi,CONFIRMED,12.611904345,180.892284,6105.6,5.1497,15.14,,kepler
2440757,eb,kepler_cumulative_koi,FALSE POSITIVE,1.433769925,170.403536,1976.3,1.8868,15.122,fpflags=ss,kepler
2445129,blend,kepler_cumulative_koi,FALSE POSITIVE,10.31872301,173.31543,871.7,3.836,15.065,fpflags=co+ss,kepler
2713049,planet,kepler_cumulative_koi,CONFIRMED,2.539183147,169.67494,382.1,2.4282,15.026,,kepler
3114167,planet,kepler_cumulative_koi,CONFIRMED,6.770300385,170.57662,1304.0,2.0844,15.591,,kepler
3114661,blend,kepler_cumulative_koi,FALSE POSITIVE,0.444291966,169.865406,10967.4,2.0792,15.748,fpflags=co+ss,kepler
4139816,planet,kepler_cumulative_koi,CONFIRMED,20.06036336,147.46554,1494.7,3.3203,15.954,multi-KOI star (kepid shared across KOIs),kepler
4139816,planet,kepler_cumulative_koi,CONFIRMED,46.1842039,165.23729,1394.7,4.758,15.954,multi-KOI star (kepid shared across KOIs),kepler
8395660,planet,kepler_cumulative_koi,CONFIRMED,23.9800854,147.537,104.0,5.351,12.882,multi-KOI star (kepid shared across KOIs),kepler
4139816,planet,kepler_cumulative_koi,CONFIRMED,7.82502168,136.54995,520.8,2.186,15.954,multi-KOI star (kepid shared across KOIs),kepler
4275191,planet,kepler_cumulative_koi,CONFIRMED,3.895936525,170.527552,8544.8,2.3111,15.725,,kepler
4476123,planet,kepler_cumulative_koi,CONFIRMED,22.36646466,175.45862,986.8,5.228,15.583,,kepler
3351888,planet,kepler_cumulative_koi,CONFIRMED,1.625522174,170.8266564,7969.0,2.38963,15.001,,kepler
3554600,blend,kepler_cumulative_koi,FALSE POSITIVE,7.544039,171.7982,322.6,6.222,15.559,fpflags=co+nt,kepler
3641726,planet,kepler_cumulative_koi,CONFIRMED,9.02930689,177.20422,1019.8,3.1449,15.387,,kepler
3734868,eb,kepler_cumulative_koi,FALSE POSITIVE,10.328035714,174.581054,16917.7,7.7915,15.646,fpflags=ss,kepler
3832474,planet,kepler_cumulative_koi,CONFIRMED,143.2063047,154.23552,10565.7,8.9302,15.403,multi-KOI star (kepid shared across KOIs),kepler
8395660,planet,kepler_cumulative_koi,CONFIRMED,6.164876,135.63916,55.8,3.262,12.882,multi-KOI star (kepid shared across KOIs),kepler
3832474,planet,kepler_cumulative_koi,CONFIRMED,60.32494216,243.892578,20280.4,6.6188,15.403,multi-KOI star (kepid shared across KOIs),kepler
3832474,planet,kepler_cumulative_koi,CONFIRMED,29.1598615,150.69922,488.0,4.803,15.403,multi-KOI star (kepid shared across KOIs),kepler
3836375,blend,kepler_cumulative_koi,FALSE POSITIVE,1.540397253,170.50479,816.1,2.1541,15.974,fpflags=co,kepler
3838486,blend,kepler_cumulative_koi,FALSE POSITIVE,2.99025443,171.9834,589.2,5.414,15.842,fpflags=co,kepler
3935914,planet,kepler_cumulative_koi,CONFIRMED,1.594745374,170.6483505,15044.5,1.9604,15.53,,kepler
3940418,planet,kepler_cumulative_koi,CONFIRMED,4.783002698,170.508434,1008.7,2.335,15.119,,kepler
4049131,planet,kepler_cumulative_koi,CONFIRMED,20.50588921,181.43428,2105.5,4.0595,15.398,,kepler
4139816,planet,kepler_cumulative_koi,CONFIRMED,3.340218842,171.979062,1632.6,1.9104,15.954,multi-KOI star (kepid shared across KOIs),kepler
5287983,blend,kepler_cumulative_koi,FALSE POSITIVE,2.507089906,171.002455,1339.2,2.0067,15.555,fpflags=co+ss,kepler
5358241,planet,kepler_cumulative_koi,CONFIRMED,18.64932728,174.771,893.6,4.4056,15.386,multi-KOI star (kepid shared across KOIs),kepler
10875245,planet,kepler_cumulative_koi,CONFIRMED,4.90144976,138.60548,140.7,4.1654,12.487,multi-KOI star (kepid shared across KOIs),kepler
5358241,planet,kepler_cumulative_koi,CONFIRMED,9.75192101,138.78608,418.0,4.793,15.386,multi-KOI star (kepid shared across KOIs),kepler
5358241,planet,kepler_cumulative_koi,CONFIRMED,38.5576546,163.85063,993.0,5.794,15.386,multi-KOI star (kepid shared across KOIs),kepler
5358624,planet,kepler_cumulative_koi,CONFIRMED,3.525632539,170.0479951,22335.0,2.59959,15.224,,kepler
4664847,planet,kepler_cumulative_koi,CONFIRMED,7.748094239,174.997206,2472.1,3.5957,15.67,,kepler
4725681,planet,kepler_cumulative_koi,CONFIRMED,23.96793669,186.22182,1182.3,3.827,15.414,multi-KOI star (kepid shared across KOIs),kepler
4725681,planet,kepler_cumulative_koi,CONFIRMED,8.29561738,135.79284,824.3,1.3421,15.414,multi-KOI star (kepid shared across KOIs),kepler
4913852,planet,kepler_cumulative_koi,CONFIRMED,8.11437482,176.33968,1558.0,2.2736,15.877,,kepler
4932348,eb,kepler_cumulative_koi,FALSE POSITIVE,38.036729482,196.934947,82871.6,4.34617,15.472,fpflags=ss,kepler
11913073,blend,kepler_cumulative_koi,FALSE POSITIVE,3.747838198,171.66504,616.0,5.0642,13.496,fpflags=co+ss,kepler
10875245,planet,kepler_cumulative_koi,CONFIRMED,14.74914825,138.77799,430.2,6.0995,12.487,multi-KOI star (kepid shared across KOIs),kepler
5021899,planet,kepler_cumulative_koi,CONFIRMED,21.81295996,174.01085,1175.4,4.3791,15.54,,kepler
5077629,eb,kepler_cumulative_koi,FALSE POSITIVE,7.91936937,172.181092,15148.1,3.3148,15.805,fpflags=ss,kepler
5164255,planet,kepler_cumulative_koi,CONFIRMED,15.37562369,173.61402,15337.0,3.3169,16.422,,kepler
5252423,planet,kepler_cumulative_koi,CONFIRMED,8.10363271,176.9486,887.9,3.161,15.289,multi-KOI star (kepid shared across KOIs),kepler
5252423,planet,kepler_cumulative_koi,CONFIRMED,4.71510843,134.96178,417.5,2.506,15.289,multi-KOI star (kepid shared across KOIs),kepler
5272878,planet,kepler_cumulative_koi,CONFIRMED,6.365839713,171.13575,780.7,2.9721,15.09,,kepler
5283542,blend,kepler_cumulative_koi,FALSE POSITIVE,5.97581754,174.77602,962.4,3.065,15.546,fpflags=co,kepler
5649215,blend,kepler_cumulative_koi,FALSE POSITIVE,2.446737317,170.66951,1177.9,4.7211,15.021,fpflags=co,kepler
5651104,planet,kepler_cumulative_koi,CONFIRMED,3.04033046,169.9490106,10858.8,1.8411,15.028,,kepler
5792202,planet,kepler_cumulative_koi,CONFIRMED,15.33528675,174.00278,3081.4,3.897,15.855,multi-KOI star (kepid shared across KOIs),kepler
10875245,planet,kepler_cumulative_koi,CONFIRMED,7.95825328,137.80219,50.0,4.377,12.487,multi-KOI star (kepid shared across KOIs),kepler
5792202,planet,kepler_cumulative_koi,CONFIRMED,31.33046135,153.43031,5073.8,5.176,15.855,multi-KOI star (kepid shared across KOIs),kepler
5370302,eb,kepler_cumulative_koi,FALSE POSITIVE,3.9043425,173.393734,16228.4,3.831,15.016,fpflags=ss,kepler
5372966,eb,kepler_cumulative_koi,FALSE POSITIVE,9.286358079,171.8214689,44791.4,3.49949,15.365,fpflags=ss,kepler
5376067,eb,kepler_cumulative_koi,FALSE POSITIVE,3.951405455,173.276125,2453.9,2.1862,15.446,fpflags=ss,kepler
5436502,planet,kepler_cumulative_koi,CONFIRMED,23.65369415,171.376107,3341.8,8.2183,15.084,multi-KOI star (kepid shared across KOIs),kepler
5436502,planet,kepler_cumulative_koi,CONFIRMED,13.23352214,140.32196,504.6,6.7372,15.084,multi-KOI star (kepid shared across KOIs),kepler
5436502,planet,kepler_cumulative_koi,CONFIRMED,6.15560285,134.81656,285.0,4.9843,15.084,multi-KOI star (kepid shared across KOIs),kepler
5436502,planet,kepler_cumulative_koi,CONFIRMED,2.090811305,134.17462,115.9,3.388,15.084,multi-KOI star (kepid shared across KOIs),kepler
10875245,planet,kepler_cumulative_koi,CONFIRMED,3.180027898,133.49863,120.3,3.5797,12.487,multi-KOI star (kepid shared across KOIs),kepler
5436502,planet,kepler_cumulative_koi,CONFIRMED,50.4467417,178.5014,370.3,7.159,15.084,multi-KOI star (kepid shared across KOIs),kepler
5456651,planet,kepler_cumulative_koi,CONFIRMED,11.76307164,180.93613,1037.3,2.9076,15.208,multi-KOI star (kepid shared across KOIs),kepler
5456651,planet,kepler_cumulative_koi,CONFIRMED,56.2279271,132.29259,862.7,3.57,15.208,multi-KOI star (kepid shared across KOIs),kepler
5481416,blend,kepler_cumulative_koi,FALSE POSITIVE,2.384052875,171.58362,1268.1,3.0918,15.836,fpflags=co+ss,kepler
5531576,planet,kepler_cumulative_koi,CONFIRMED,7.953547,174.66224,875.4,2.6312,15.66,multi-KOI star (kepid shared across KOIs),kepler
5531576,planet,kepler_cumulative_koi,CONFIRMED,4.14451656,135.92831,391.8,2.3421,15.66,multi-KOI star (kepid shared across KOIs),kepler
5534814,eb,kepler_cumulative_koi,FALSE POSITIVE,4.859386384,173.011469,6044.3,2.2757,15.311,fpflags=ss,kepler
6291653,planet,kepler_cumulative_koi,CONFIRMED,10.526294577,176.522462,9768.0,2.5211,15.305,,kepler
6392727,planet,kepler_cumulative_koi,CONFIRMED,4.583520948,169.973972,3812.1,2.7055,15.287,,kepler
6422070,planet,kepler_cumulative_koi,CONFIRMED,3.76181843,171.90364,510.6,3.5176,15.257,,kepler
6428700,planet,kepler_cumulative_koi,CONFIRMED,8.20396958,169.69138,1024.4,2.9667,15.376,multi-KOI star (kepid shared across KOIs),kepler
6428700,planet,kepler_cumulative_koi,CONFIRMED,14.49645186,143.41659,647.5,4.016,15.376,multi-KOI star (kepid shared across KOIs),kepler
5792202,planet,kepler_cumulative_koi,CONFIRMED,6.54626149,133.85964,655.9,2.75,15.855,multi-KOI star (kepid shared across KOIs),kepler
5794379,planet,kepler_cumulative_koi,CONFIRMED,12.71809866,175.35526,1149.4,3.0957,15.389,multi-KOI star (kepid shared across KOIs),kepler
5794379,planet,kepler_cumulative_koi,CONFIRMED,36.06588163,198.58423,1563.8,4.3246,15.389,multi-KOI star (kepid shared across KOIs),kepler
5881688,planet,kepler_cumulative_koi,CONFIRMED,4.190425659,171.44122,2877.4,2.8589,15.27,,kepler
6022556,planet,kepler_cumulative_koi,CONFIRMED,3.709870784,171.987982,2020.3,3.0694,15.581,,kepler
6032497,planet,kepler_cumulative_koi,CONFIRMED,16.3297527,177.29506,1187.5,6.271,15.447,,kepler
6061119,planet,kepler_cumulative_koi,CONFIRMED,27.807566216,186.713552,25391.1,4.21587,15.482,,kepler
6191521,planet,kepler_cumulative_koi,CONFIRMED,80.8723469,203.895,3604.6,11.195,15.201,,kepler
6267425,blend,kepler_cumulative_koi,FALSE POSITIVE,3.166465862,172.002627,4357.2,2.9381,15.999,fpflags=co+ss,kepler
3531558,planet,kepler_cumulative_koi,CONFIRMED,24.99324319,138.68167,269.6,5.9409,12.377,,kepler
6276477,planet,kepler_cumulative_koi,CONFIRMED,10.35533116,170.93729,750.6,3.1775,15.018,,kepler
6863998,planet,kepler_cumulative_koi,CONFIRMED,16.08518937,180.28319,1442.4,3.984,15.219,,kepler
6948054,planet,kepler_cumulative_koi,CONFIRMED,7.49018305,174.95037,1123.6,2.7297,15.599,multi-KOI star (kepid shared across KOIs),kepler
6948054,planet,kepler_cumulative_koi,CONFIRMED,36.2761238,201.2869,1572.6,4.7865,15.599,multi-KOI star (kepid shared across KOIs),kepler
6948054,planet,kepler_cumulative_koi,CONFIRMED,17.46087931,137.26594,812.4,2.2641,15.599,multi-KOI star (kepid shared across KOIs),kepler
6435936,planet,kepler_cumulative_koi,CONFIRMED,56.0560754,201.16578,1626.0,4.685,15.849,,kepler
6522242,planet,kepler_cumulative_koi,CONFIRMED,41.408316686,195.78745,22838.9,5.0264,15.196,,kepler
6587280,planet,kepler_cumulative_koi,CONFIRMED,5.715425977,174.87931,908.1,2.5242,15.086,multi-KOI star (kepid shared across KOIs),kepler
9471974,planet,kepler_cumulative_koi,CONFIRMED,49.18394185,141.911924,1646.2,11.3364,12.654,multi-KOI star (kepid shared across KOIs),kepler
6587280,planet,kepler_cumulative_koi,CONFIRMED,20.0261412,146.91109,421.2,1.611,15.086,multi-KOI star (kepid shared across KOIs),kepler
6675056,blend,kepler_cumulative_koi,FALSE POSITIVE,10.44331991,175.4046,1159.8,2.743,15.546,fpflags=co+ss,kepler
6685526,planet,kepler_cumulative_koi,CONFIRMED,2.237489571,170.81914,315.8,1.8119,15.001,,kepler
6756669,eb,kepler_cumulative_koi,FALSE POSITIVE,5.851520671,173.8228336,33003.6,3.11058,15.33,fpflags=ss,kepler
6784235,planet,kepler_cumulative_koi,CONFIRMED,3.167893418,172.147959,781.2,2.1814,15.533,,kepler
6849310,planet,kepler_cumulative_koi,CONFIRMED,4.311780262,173.576483,1154.0,2.7251,15.604,multi-KOI star (kepid shared across KOIs),kepler
6849310,planet,kepler_cumulative_koi,CONFIRMED,20.0504494,188.08821,840.9,4.556,15.604,multi-KOI star (kepid shared across KOIs),kepler
6849310,planet,kepler_cumulative_koi,CONFIRMED,9.76734503,186.57718,569.1,1.6585,15.604,multi-KOI star (kepid shared across KOIs),kepler
9471974,planet,kepler_cumulative_koi,CONFIRMED,190.3200468,312.68498,1141.7,15.284,12.654,multi-KOI star (kepid shared across KOIs),kepler
6862603,blend,kepler_cumulative_koi,FALSE POSITIVE,2.861159894,171.648106,1014.3,1.8832,15.618,fpflags=co+ss,kepler
7366258,planet,kepler_cumulative_koi,CONFIRMED,26.44439337,194.12074,1843.5,3.9783,15.158,multi-KOI star (kepid shared across KOIs),kepler
7366258,planet,kepler_cumulative_koi,CONFIRMED,51.53997972,174.055011,3644.3,6.3994,15.158,multi-KOI star (kepid shared across KOIs),kepler
7366258,planet,kepler_cumulative_koi,CONFIRMED,5.902245782,136.78393,702.3,2.9003,15.158,multi-KOI star (kepid shared across KOIs),kepler
7366258,planet,kepler_cumulative_koi,CONFIRMED,2.382951591,135.080841,391.6,1.8876,15.158,multi-KOI star (kepid shared across KOIs),kepler
7373451,planet,kepler_cumulative_koi,CONFIRMED,21.02250608,207.67593,1772.5,4.1072,15.859,multi-KOI star (kepid shared across KOIs),kepler
6948054,planet,kepler_cumulative_koi,CONFIRMED,3.219814777,133.00406,488.2,2.0642,15.599,multi-KOI star (kepid shared across KOIs),kepler
6949607,planet,kepler_cumulative_koi,CONFIRMED,5.912273234,172.184012,961.4,2.3254,15.036,multi-KOI star (kepid shared across KOIs),kepler
6949607,planet,kepler_cumulative_koi,CONFIRMED,8.98581901,175.68418,881.3,2.8606,15.036,multi-KOI star (kepid shared across KOIs),kepler
11869052,eb,kepler_cumulative_koi,FALSE POSITIVE,20.5452375,137.91394,218.5,2.517,12.003,fpflags=ss,kepler
7109675,planet,kepler_cumulative_koi,CONFIRMED,33.60123371,186.680343,7425.9,4.4056,15.262,multi-KOI star (kepid shared across KOIs),kepler
7109675,planet,kepler_cumulative_koi,CONFIRMED,6.76652928,138.0637,450.7,2.9004,15.262,multi-KOI star (kepid shared across KOIs),kepler
7118364,planet,kepler_cumulative_koi,CONFIRMED,4.347288783,172.23343,451.6,2.1024,15.024,,kepler
7134976,planet,kepler_cumulative_koi,CONFIRMED,4.601811819,169.98108,755.9,2.2607,15.024,multi-KOI star (kepid shared across KOIs),kepler
7134976,planet,kepler_cumulative_koi,CONFIRMED,11.18719905,137.17814,353.6,3.252,15.024,multi-KOI star (kepid shared across KOIs),kepler
7135852,planet,kepler_cumulative_koi,CONFIRMED,4.220965778,170.622433,2260.0,3.0854,15.692,,kepler
7270230,eb,kepler_cumulative_koi,FALSE POSITIVE,6.998099523,171.898913,20285.0,2.0488,15.877,fpflags=ss,kepler
7287995,planet,kepler_cumulative_koi,CONFIRMED,5.95489993,170.955871,1410.7,2.3892,15.019,multi-KOI star (kepid shared across KOIs),kepler
7287995,planet,kepler_cumulative_koi,CONFIRMED,12.03987488,181.22536,1250.6,2.7363,15.019,multi-KOI star (kepid shared across KOIs),kepler
7287995,planet,kepler_cumulative_koi,CONFIRMED,20.83762895,132.08488,439.0,2.3734,15.019,multi-KOI star (kepid shared across KOIs),kepler
3247396,blend,kepler_cumulative_koi,FALSE POSITIVE,8.8111022,136.4568,401.1,5.0683,12.759,fpflags=co+ss,kepler
7303253,planet,kepler_cumulative_koi,CONFIRMED,23.58917143,173.81994,1200.7,5.073,15.316,,kepler
5094751,planet,kepler_cumulative_koi,CONFIRMED,6.481633073,122.977657,298.5,3.784,12.365,multi-KOI star (kepid shared across KOIs),kepler
7678434,planet,kepler_cumulative_koi,CONFIRMED,10.37168928,172.61729,1254.9,3.035,15.193,multi-KOI star (kepid shared across KOIs),kepler
7678434,planet,kepler_cumulative_koi,CONFIRMED,3.96996298,137.75447,299.2,1.1757,15.193,multi-KOI star (kepid shared across KOIs),kepler
7685981,planet,kepler_cumulative_koi,CONFIRMED,4.40841331,172.18582,549.4,5.012,15.662,,kepler
7708215,blend,kepler_cumulative_koi,FALSE POSITIVE,7.9426176,174.52563,1590.7,6.703,15.26,fpflags=co+ss,kepler
7373451,planet,kepler_cumulative_koi,CONFIRMED,226.8904775,207.35971,3136.4,7.558,15.859,multi-KOI star (kepid shared across KOIs),kepler
7377033,eb,kepler_cumulative_koi,FALSE POSITIVE,1.956811408,170.694208,24905.0,2.1958,15.533,fpflags=ss,kepler
7434875,planet,kepler_cumulative_koi,CONFIRMED,9.439459486,177.186096,3036.1,2.8979,15.067,multi-KOI star (kepid shared across KOIs),kepler
8349582,planet,kepler_cumulative_koi,CONFIRMED,11.523067458,131.969055,507.3,3.8757,12.346,,kepler
7434875,planet,kepler_cumulative_koi,CONFIRMED,20.47748843,178.66786,1382.4,2.8364,15.067,multi-KOI star (kepid shared across KOIs),kepler
